enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,last_new_job,training_hours,target
5828,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,4,9,0.0
22211,city_67,0.855,Male,No relevent experience,no_enrollment,Graduate,Other,5,never,36,0.0
26291,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,>4,72,0.0
11739,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,18,3,84,0.0
20878,city_150,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,>4,24,0.0
31013,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,17,2,8,0.0
7145,city_93,0.865,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,8,0.0
2690,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,1,55,0.0
28829,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,1,74,1.0
17107,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,1,36,0.0
5911,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,151,0.0
24069,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1,4,0.0
20803,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,Other,2,2,102,0.0
3752,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,3,29,0.0
32925,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,2,78,0.0
19818,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,2,141,1.0
2629,city_123,0.738,Male,Has relevent experience,Full time course,Graduate,STEM,5,1,13,0.0
20143,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,12,1,30,0.0
2478,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,2,104,1.0
25957,city_109,0.701,Male,No relevent experience,Full time course,Graduate,STEM,2,1,108,0.0
32355,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1,98,0.0
12140,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,Humanities,5,1,57,0.0
3827,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,9,0.0
6909,city_24,0.698,Female,No relevent experience,no_enrollment,Masters,STEM,7,1,98,1.0
4498,city_158,0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,28,1.0
29508,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1,24,0.0
428,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,>4,80,0.0
21843,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,2,96,0.0
17162,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,4,1,11,1.0
15259,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,>4,46,0.0
14487,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,Other,5,1,20,0.0
8055,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,4,46,0.0
20653,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,<1,1,44,0.0
1131,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,>4,34,0.0
22219,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,3,17,0.0
10454,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,3,3,40,0.0
29432,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,2,85,0.0
14890,city_65,0.802,Male,Has relevent experience,no_enrollment,Masters,Business Degree,11,2,35,0.0
9569,city_46,0.762,Male,Has relevent experience,Full time course,Graduate,STEM,12,3,6,0.0
6389,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,15,4,11,0.0
14622,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1,61,1.0
24586,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,1,91,0.0
9463,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,2,28,0.0
30514,city_105,0.794,Male,Has relevent experience,Part time course,Graduate,STEM,7,1,50,0.0
26275,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,5,4,168,1.0
30814,city_46,0.762,Male,No relevent experience,no_enrollment,Graduate,Other,2,never,26,0.0
20823,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,16,>4,37,0.0
79,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,4,42,1.0
5417,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,>4,14,0.0
24280,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,4,1,218,0.0
22112,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,1,8,0.0
6326,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,2,26,0.0
18170,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1,50,0.0
33254,city_160,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,120,1.0
11821,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1,100,0.0
24937,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,4,198,1.0
31083,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,4,80,1.0
15436,city_65,0.802,Female,No relevent experience,Part time course,Graduate,STEM,3,1,144,1.0
13102,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,41,0.0
4475,city_90,0.698,Male,Has relevent experience,Full time course,Masters,STEM,>20,1,28,0.0
4072,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,1,20,0.0
11085,city_173,0.878,Male,No relevent experience,no_enrollment,Graduate,No Major,14,3,45,0.0
22348,city_19,0.682,Male,No relevent experience,Full time course,Graduate,STEM,9,1,42,0.0
11655,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1,66,0.0
26713,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,2,8,0.0
32877,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,40,1.0
27697,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,7,4,8,0.0
30509,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,8,1,128,0.0
28149,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,2,25,1.0
24708,city_11,0.55,Male,Has relevent experience,Full time course,Masters,STEM,4,2,37,1.0
33292,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,6,never,21,1.0
32619,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,1,90,0.0
10967,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,6,1,106,1.0
17375,city_157,0.769,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,>4,35,1.0
26025,city_102,0.804,Male,No relevent experience,Full time course,Graduate,STEM,3,never,73,1.0
10554,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,4,22,0.0
8311,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,12,1,82,0.0
6010,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,2,44,0.0
31210,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1,107,0.0
5203,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,>4,116,1.0
21967,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,56,0.0
29737,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,>4,15,0.0
9846,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,6,1,54,0.0
15430,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,1,29,0.0
6724,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,8,4,23,0.0
21442,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1,206,1.0
18,city_23,0.899,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,>4,24,0.0
26402,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,2,101,0.0
21033,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1,21,0.0
19073,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1,77,0.0
26126,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,13,1,326,0.0
28673,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,20,1.0
15012,city_144,0.84,Male,Has relevent experience,Full time course,Graduate,STEM,9,1,34,0.0
7610,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,2,31,1.0
12931,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,5,4,52,0.0
29945,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1,19,0.0
2485,city_136,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,>20,>4,4,0.0
12217,city_16,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,10,4,206,0.0
19215,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,10,1,57,0.0
27139,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1,40,1.0
19378,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1,34,0.0
18907,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,1,1,28,0.0
23572,city_57,0.866,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,never,154,0.0
7991,city_173,0.878,Male,No relevent experience,Full time course,Graduate,STEM,3,1,26,1.0
30878,city_91,0.691,Male,No relevent experience,no_enrollment,Graduate,STEM,10,1,32,0.0
4367,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1,70,1.0
3708,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,>4,290,0.0
20140,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,55,1.0
31798,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1,8,0.0
4302,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1,21,0.0
4980,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,9,2,123,0.0
7951,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,No Major,10,4,292,0.0
15106,city_11,0.55,Male,No relevent experience,no_enrollment,Graduate,STEM,1,1,7,0.0
8852,city_133,0.742,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,4,1,188,0.0
1794,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,2,42,0.0
11292,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,156,1.0
24062,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1,103,1.0
33188,city_105,0.794,Other,No relevent experience,no_enrollment,Masters,STEM,1,1,15,0.0
27490,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,70,0.0
31489,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,16,never,4,0.0
26674,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,2,6,0.0
24222,city_16,0.91,Male,No relevent experience,no_enrollment,Phd,STEM,9,>4,90,0.0
15241,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,Other,9,2,4,0.0
14204,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1,145,0.0
18130,city_67,0.855,Female,No relevent experience,no_enrollment,Masters,Humanities,3,2,9,0.0
28603,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,4,26,0.0
26129,city_103,0.92,Other,Has relevent experience,no_enrollment,Masters,STEM,18,1,45,1.0
3498,city_41,0.8270000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,>20,>4,72,0.0
32720,city_145,0.555,Female,Has relevent experience,Part time course,Masters,STEM,>20,3,135,1.0
4828,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,6,>4,138,1.0
33126,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,25,0.0
23157,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,4,1,32,0.0
2181,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1,162,0.0
16466,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1,12,0.0
33358,city_159,0.843,Female,Has relevent experience,no_enrollment,Masters,STEM,7,1,6,1.0
17268,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1,31,0.0
31935,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,7,1,5,0.0
28211,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,Humanities,10,3,39,0.0
21176,city_175,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,2,103,0.0
32958,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,20,1,7,0.0
25327,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,never,80,0.0
27678,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,3,2,11,0.0
23741,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,2,89,1.0
28820,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,1,32,1.0
32617,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,never,110,0.0
28991,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1,17,1.0
14496,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,109,0.0
9147,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,2,118,0.0
22997,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,10,3,9,0.0
2991,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,never,48,0.0
30340,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1,9,0.0
9448,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,>4,28,0.0
12062,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,1,17,1.0
18498,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1,109,0.0
25817,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1,3,0.0
22816,city_98,0.949,Male,No relevent experience,no_enrollment,Masters,Arts,>20,>4,136,0.0
27753,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,never,34,0.0
23247,city_100,0.887,Male,Has relevent experience,Part time course,Graduate,STEM,4,4,94,0.0
14642,city_36,0.893,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,3,166,0.0
3438,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,2,28,1.0
23609,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,3,18,0.0
32614,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,>4,9,0.0
4568,city_13,0.8270000000000001,Male,No relevent experience,no_enrollment,Graduate,STEM,2,1,62,0.0
13864,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1,51,0.0
365,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,10,1,16,0.0
26682,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,108,0.0
19560,city_134,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,3,1,326,1.0
33255,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,1,10,1.0
21225,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1,17,0.0
33049,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1,20,0.0
7710,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,17,>4,14,0.0
32733,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,6,never,61,1.0
25690,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1,57,1.0
15250,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,4,1,127,0.0
13277,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,26,0.0
22238,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,>4,27,0.0
9180,city_136,0.897,Female,Has relevent experience,no_enrollment,Masters,STEM,7,1,34,0.0
2015,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,1,48,1.0
3758,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1,10,0.0
31014,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,4,62,0.0
2311,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,2,never,17,0.0
32165,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,>20,3,42,0.0
16787,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,12,>4,154,0.0
22966,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,>4,84,0.0
32482,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1,166,0.0
10209,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,2,145,0.0
28490,city_167,0.921,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,35,0.0
8093,city_45,0.89,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,1,22,0.0
23295,city_123,0.738,Male,Has relevent experience,no_enrollment,Masters,STEM,12,1,216,0.0
30339,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,never,11,0.0
11696,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,1,77,0.0
6449,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,never,8,0.0
18824,city_114,0.926,Male,No relevent experience,no_enrollment,Masters,Other,>20,never,52,0.0
23056,city_84,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,4,39,0.0
26304,city_54,0.856,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,1,83,0.0
28453,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1,18,0.0
23001,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1,166,0.0
16784,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,5,1,32,0.0
12757,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,2,20,1.0
32758,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,3,23,0.0
23328,city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,3,1,45,1.0
28336,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,52,0.0
6304,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,19,>4,142,0.0
32427,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,9,1,131,0.0
31368,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1,314,0.0
31023,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1,27,0.0
